발행사명,사업자번호,업종,기준년도,부채비율,부채비율점수,매출액,매출액점수,매출액 영업이익률,매출액 영업이익률점수,총자산 영업이익률,총자산 영업이익률점수,자산규모,자산규모점수,이자보상비율,이자보상비율점수,자기자본 순이익률,자기자본 순이익률점수,차입금의존도,차입금의존도점수,매출액증가율(1~9단계),매출액증가율점수,유동비율,유동비율점수,종합시공능력,종합시공능력점수,전문설비시공능력,전문설비시공능력점수,의료재단등급(1~6),의료재단등급점수,신평사등급/watch(1~7단계),신평사등급점수,주요주주지분(1~4단계),주요주주지분점수,시장금리변동(1~5단계),시장금리변동점수,상장여부(1~4단계),상장여부점수,배서인정보(1~4단계),배서인정보점수,과거이력(1~4단계),과거이력점수,업력(년수),업력점수,종합점수,등급,조정점수,조정등급,부도정보,일자,신평사등급
태화화스너,4038161656,자재제조,2018,1602.52,0.5,"8,833,007",2,12.80,13,0.104,7,"10,889,380",0.5,2.62,1.5,143.76,12,55.00,-1.0,6,4.0,0.920,2,,0.00,,0.00,,0.00,3,1,1,2,3,2,2,5,2,1,3,2,8,2,56.50,거절의견,50.85,거절의견,1,2019-11-04,
코지,1308657263,의복제조업,2018,148.84,13.5,"4,662,143",0,-62.37,-3,-0.501,-2,"5,788,263",0,1.22,0.5,1.30,2,35.00,5.0,1,-2.5,1.700,6,,0.00,,0.00,,0.00,1,-8,1,2,1,-3,2,5,2,1,4,6,8,2,24.50,거절의견,22.05,거절의견,1,2019-11-07,
데코앤이,1208139036,여성의류제조,2018,120.12,15.0,"39,500,684",3.5,-10.29,-3,-0.063,-2,"64,351,416",8,-2.60,-1,-34.43,0,35.00,6.0,5,2.0,1.420,5,,0.00,,0.00,,0.00,1,-8,1,2,3,2,3,10,2,1,4,6,35,5,51.50,거절의견,46.35,거절의견,1,2019-11-07,
대한강재,6068154230,강재제조업,2018,1534.44,1.0,"67,062,650",9,5.19,8,0.046,4,"76,066,505",6,1.49,1,19.17,11,55.00,0.0,7,6.0,0.740,2,,0.00,,0.00,,0.00,1,-8,1,2,4,3,2,5,2,1,3,2,25,4,57.00,거절의견,51.30,거절의견,1,2019-11-08,
철인종합건설,6218132875,건설업,2018,124.37,13.5,"27,851,428",5,6.15,10,0.081,5,"21,219,625",4,16.92,10,16.34,11,15.00,12.0,5,2.0,1.800,6,,0.00,,0.00,,0.00,4,2,1,2,3,2,2,5,2,1,2,-1,20,4,93.50,준B급,84.15,준B급,1,2019-12-03,
이화실업,1308199346,PT제조업,2018,131.08,12.0,"7,712,600",0,7.63,9,0.067,2,"8,822,667",1.5,2.44,1,9.57,5.5,45.00,1.0,5,1.0,1.630,4,,0.00,,0.00,,0.00,2,-3,1,2,3,2,1,2,2,1,3,2,16,3,46.00,거절의견,41.40,거절의견,1,2019-12-05,
부광종합건설,5068137208,건설업,2018,122.63,12.0,"20,285,211",2,-0.76,-2,-0.028,-2,"5,470,569",0.5,-5.70,-2,-5.93,0,3.00,13.0,4,0.0,1.710,4,,0.00,,0.00,,0.00,3,1,1,2,3,2,1,2,2,1,3,2,19,3,38.50,거절의견,34.65,거절의견,1,2019-12-16,
챔피온,1408175297,전자기기제조,2018,463.27,2.0,"2,134,277",0,-3.50,-3,-0.031,-2,"2,418,362",0,0.10,1.5,-21.47,0,75.00,-3.0,3,-1.0,1.580,3,,0.00,,0.00,,0.00,1,-8,1,2,1,-3,1,2,2,1,3,2,6,1,-5.50,거절의견,-4.95,거절의견,1,2019-12-05,
정석건업,2128152662,전문공사업,2018,295.41,8.0,"13,239,710",1,1.14,3,0.016,0.5,"9,254,208",0.5,7.43,4.5,3.65,3.5,5.00,13.0,4,0.0,1.350,3,,0.00,,0.00,,0.00,3,1,1,2,3,2,1,2,2,1,4,6,18,3,54.00,거절의견,48.60,거절의견,1,2019-12-18,
소복건설,2128128823,철근공사업,2018,82.66,14.0,"10,817,695",1,0.88,1,0.010,0.5,"9,307,031",1.5,1.16,1.5,0.10,1.5,35.00,4.0,3,-1.0,1.710,4,,0.00,,0.00,,0.00,3,1,1,2,3,2,1,2,2,1,4,6,25,4,46.00,거절의견,41.40,거절의견,1,2020-01-03,
동신하이텍,6108175888,PT제조업,2018,167.88,12.0,"1,895,217",0,-11.29,-3,-0.051,-2,"4,157,807",0,-2.13,-1,-16.63,0,55.00,-1.0,3,-1.0,0.820,1,,0.00,,0.00,,0.00,1,-8,1,2,3,2,1,2,2,1,3,2,14,3,9.00,거절의견,8.10,거절의견,1,2020-01-03,
도림토건,1138180314,토공사업,2018,123.77,13.5,"74,869,172",8,0.92,2,0.044,1,"15,450,522",1.5,4.96,4,10.27,9,5.00,14.0,4,0.0,1.840,6,,0.00,,0.00,,0.00,5,3,1,2,1,-3,2,5,2,1,2,-1,17,3,69.00,C급,62.10,C급,1,2020-01-06,
현대금속,3018162586,금속제품도매,2018,110.85,14.0,"9,434,132",2,13.66,13,0.117,6,"11,036,643",1.5,2.75,1,14.16,7.5,55.00,-1.0,5,1.0,2.200,5,,0.00,,0.00,,0.00,1,-8,1,2,1,-3,1,2,2,1,3,2,17,3,49.00,거절의견,44.10,거절의견,1,2020-02-01,
다온건설,4108656461,건설업,2018,183.06,13.0,"16,659,268",3,8.09,11,0.053,3,"25,570,535",3,9.41,5,16.02,10,55.00,0.0,5,2.0,6.100,10,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,3,2,8,2,65.00,C급,58.50,거절의견,1,2020-01-14,
대림이엔씨,5138131901,소방시설공사,2018,146.62,12.0,"39,715,353",4,4.73,8,0.178,8,"10,570,708",1,6.41,2.5,42.75,11.5,25.00,7.0,4,0.0,1.970,4,,0.00,,0.00,,0.00,2,-3,1,2,3,2,1,2,2,1,3,2,16,3,67.00,C급,60.30,C급,1,2020-02-04,
크로스팩,4808600383,PT제조업,2017,552.22,2.0,"2,676,561",0,14.51,13,0.079,4,"4,906,320",0,4.81,2.5,35.41,11.5,55.00,-1.0,4,0.0,1.210,2,,0.00,,0.00,,0.00,1,-8,1,2,3,2,1,2,2,1,3,2,3,0,35.00,거절의견,31.50,거절의견,1,2020-02-05,
태광공업,1138120806,PT제조업,2018,283.19,11.0,"50,857,114",6,2.73,6,0.026,2,"54,315,760",4,0.39,1,-6.07,0,65.00,-3.0,6,4.0,0.340,-1,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,28,4,46.00,거절의견,41.40,거절의견,1,2020-02-06,
두산해운,6168154159,운송서비스,2017,823.02,0.0,"6,168,857",0,3.80,5,0.046,2,"5,149,494",0,2.06,1,24.29,11.5,65.00,-3.0,4,0.0,0.320,-1,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,14,3,27.50,거절의견,24.75,거절의견,1,2019-06-19,
지앤케이,6158167990,자동차부품,2018,202.31,12.5,"8,641,500",1,0.52,1,0.003,1,"13,867,560",1,0.64,0.5,-2.97,0.5,55.00,-1.0,3,-1.0,0.860,2,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,3,2,10,3,23.50,거절의견,21.15,거절의견,1,2019-12-24,
은천교역,1218133976,기체장치제조,2018,41.17,16.0,"2,514,940",0,13.88,13,0.087,4,"4,026,769",0.5,10.63,9.5,12.87,7.5,0.00,13.0,3,-1.0,3.310,7,,0.00,,0.00,,0.00,1,-8,1,2,1,-3,1,2,1,-5,1,-5,31,5,57.50,거절의견,51.75,거절의견,1,2020-10-15,
우호건설,6178113622,건설업,2020,10.70,16.0,"35,155,941",4,2.58,6,0.076,4,"11,859,338",1.5,7.65,4.5,5.54,3.5,4.82,13.0,5,1.0,8.134,8,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,26,4,74.50,C급,67.05,C급,,,B
광양종합건설,1408100476,건설업,2020,128.40,15.0,"54,165,050",7,20.97,14,0.230,9,"49,361,015",6,55.12,10,50.28,13,30.54,6.0,5,2.0,1.579,5,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,2,17,3,104.00,B급,93.60,준B급,,,BBB-
코스모스벽지,1058175917,벽지제조업,2020,141.02,13.5,"21,250,914",2,1.47,3,0.016,1,"19,651,838",1,1.52,0.5,1.64,2,27.01,8.0,5,2.0,1.598,5,,0.00,,0.00,,0.00,4,2,1,2,2,1,2,5,2,1,4,6,32,5,60.00,C급,54.00,거절의견,,,BB
아이보리,2058121083,의료제조업,2021,737.11,1.0,"108,677,552",9.5,-8.41,-3,-0.200,-2,"45,676,860",4,-8.87,-2,-121.20,0,62.43,-3.0,5,2.0,0.764,3,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,3,33,5,27.50,거절의견,24.75,거절의견,,,B
대금지오웰,1318119404,소화기제조업,2020,154.29,15.0,"27,060,224",4,1.64,4,0.014,1,"31,664,363",3,2.71,2,3.26,5,38.18,6.0,5,2.0,1.085,4,,0.00,,0.00,,0.00,5,3,1,2,4,3,2,5,2,1,5,10,30,5,75.00,C급,67.50,C급,,,BB+
건우,3128119584,건설업,2020,78.05,17.0,"130,190,815",12,2.94,7.5,0.101,7,"37,972,081",4,-6.19,-2,-10.31,0,32.66,6.0,7,7.0,2.302,8,170,1.35,,0.00,,0.00,5,3,1,2,3,2,2,5,2,1,3,3,26,4,87.85,준B급,79.07,C급,,,BB+
신태양건설,6218118854,건설업,2020,109.78,17.0,"103,018,693",10,4.28,9.5,0.078,6,"56,469,499",6,45.70,10,12.98,10,0.00,15.0,6,4.0,1.696,7,232,0.90,,0.00,,0.00,5,3,1,2,3,2,2,5,2,1,4,6,26,4,118.40,준A급,106.56,B급,,,BBB-
패션그룹형지,2048141179,의류제조유통,2020,342.01,11.0,"228,575,394",15,-9.96,-3,-0.065,-2,"352,195,717",14,-3.06,-2,-43.54,0,54.46,2.0,5,2.0,0.290,0,,0.00,,0.00,,0.00,2,-3,4,7,3,2,2,5,2,1,4,6,23,4,59.00,거절의견,53.10,거절의견,,,B+
대창설비,3068107782,배관공사업,2020,40.37,16.0,"36,238,599",4,1.67,4,0.078,4,"7,715,504",0.5,78.93,8.5,8.89,5.5,0.00,13.0,6,3.0,2.904,7,,0.00,,0.00,,0.00,4,2,1,2,4,3,1,2,2,1,5,10,33,5,90.50,준B급,81.45,준B급,,,BBB-
제일건설,4038104034,건설업,2020,746.16,1.0,"190,269,100",14,3.20,7.5,0.034,4,"179,872,573",14,1.71,2,5.99,6,51.62,2.0,4,0.0,1.457,6,146,3.15,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,2,-1,33,5,64.65,C급,58.19,거절의견,,,B-
대양종합건설,1398112671,건설업,2020,128.72,16.0,"245,612,106",16,7.82,11.5,0.155,10,"123,914,077",14,20.99,10,7.74,8,6.78,15.0,8,8.0,1.465,6,92,3.60,,0.00,,0.00,4,2,1,2,5,5,2,5,2,1,5,10,29,4,147.10,A급,132.39,준A급,,,BBB-
해성산업개발,4108104347,건설기계공사,2020,25.21,16.0,"31,479,161",4,1.64,4,0.050,2,"10,459,112",1.5,78.88,8.5,5.97,3.5,0.00,13.0,5,1.0,4.195,8,,0.00,,0.00,,0.00,4,2,1,2,3,2,1,2,2,1,5,10,35,5,85.50,준B급,76.95,C급,,,BBB-
오제이씨,1078136472,금속용기제조,2020,125.92,16.0,"132,259,332",12,3.47,7.5,0.039,3,"116,260,869",12,6.15,5,5.93,6,28.93,10.0,6,4.0,1.156,5,,0.00,,0.00,,0.00,5,3,1,2,4,3,2,5,2,1,4,6,48,5,105.50,B급,94.95,준B급,,,BBB+
영빈건설,6218120011,철근공사업,2020,36.29,19.0,"82,506,305",8,4.22,8,0.084,5,"41,350,723",6,99.90,10,9.70,7,0.00,15.0,6,5.0,3.316,9,,0.00,,0.00,,0.00,5,3,1,2,3,2,2,5,2,1,4,6,39,5,116.00,준A급,104.40,B급,,,BBB
덕신건업,6138104102,"기계,장비설치공사",2020,101.76,17.0,"116,205,750",11,6.47,11.5,0.200,9,"37,561,427",4,382.21,10,39.19,13,0.00,15.0,8,8.0,1.826,7,,0.00,22,4.50,,0.00,5,3,1,2,3,2,2,5,2,1,5,10,32,5,138.00,A급,124.20,준A급,,,BBB-
엠케이에프엔씨,2018154791,구두제조업,2020,48.64,19.0,"25,037,146",4,-1.46,0,-0.009,0,"39,816,392",4,4.46,4,2.87,5,20.01,9.0,7,7.0,2.899,9,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,2,-1,30,5,75.00,C급,67.50,C급,,,BB-
코스모신소재,1378101917,화학제조업,2020,104.93,19.0,"204,252,718",16,6.09,11.5,-0.034,-2,"362,322,682",15,4.71,5,7.16,8,22.85,11.0,3,-1.0,1.035,5,,0.00,,0.00,,0.00,3,1,4,7,5,5,4,15,2,1,5,10,48,5,131.50,준A급,118.35,준A급,,,BB-
대한방직,1168133353,면직물제조업,2020,57.21,20.0,"168,898,347",14,2.66,7.5,0.021,2,"211,647,890",15,4.28,5,1.85,4,20.80,11.0,5,3.0,1.911,7,,0.00,,0.00,,0.00,3,1,2,4,4,3,4,15,2,1,5,10,68,5,127.50,준A급,114.75,B급,,,BB
흥아포밍,6228113231,자동차부품업,2020,417.44,8.0,"68,678,992",7.5,-36.99,-3,-0.172,-2,"147,745,942",12,-8.83,-2,-62.56,0,61.80,-3.0,1,-2.5,0.284,-1,,0.00,,0.00,,0.00,2,-3,2,4,4,3,2,5,2,1,5,10,26,4,38.00,거절의견,34.20,거절의견,,,B+
용산,6208117250,자동차부품업,2020,513.94,6.0,"426,280,265",16,3.57,7.5,0.063,6,"239,502,177",14,1.95,2,6.07,8,45.44,5.0,9,10.0,0.829,3,,0.00,,0.00,,0.00,3,1,2,4,4,3,2,5,2,1,4,6,23,4,101.50,B급,91.35,준B급,,,BB-
에스앤에스아이앤씨,3138504461,금속제품제조업,2020,166.20,17.0,"86,321,921",10,-1.12,0,-0.005,0,"188,658,838",15,-1.26,-1,-5.55,0,45.28,5.0,7,6.0,0.563,2,,0.00,,0.00,,0.00,3,1,2,4,4,3,2,5,2,1,3,2,53,5,75.00,C급,67.50,C급,,,BB
세아엔지니어링,3148653870,"기체펌프,압축기",2020,329.18,9.0,"51,999,435",5.5,-6.96,-3,-0.060,-2,"60,000,965",6,-16.80,-2,-54.09,0,39.33,6.0,5,2.0,0.849,2,,0.00,,0.00,,0.00,2,-3,5,10,4,3,2,5,2,1,5,10,8,2,51.50,거절의견,46.35,거절의견,,,B
신한코리아,1178122280,의류제조업,2020,123.03,16.0,"92,149,077",10,4.77,8,0.045,2,"97,799,445",8,3.34,3,6.14,8,29.23,10.0,5,2.0,1.958,6,,0.00,,0.00,,0.00,3,1,1,2,1,-3,2,5,2,1,2,-1,23,4,82.00,준B급,73.80,C급,,,BB-
대한이엔지,6178110232,소방시설공사업,2020,97.39,17.0,"121,201,124",13,6.48,11.5,0.094,6,"83,780,790",8,20.20,10,12.87,10,11.10,12.0,5,3.0,2.462,9,,0.00,32,4.50,,0.00,4,2,1,2,3,2,2,5,2,1,4,6,28,4,126.00,준A급,113.40,B급,,,BB+
포유이엔지,3038137685,구조물공사업,2020,126.66,15.0,"35,148,522",4,4.72,8,0.057,3,"28,926,346",4,3.02,2,6.87,7,32.50,6.0,5,2.0,2.930,9,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,2,-1,18,3,72.00,C급,64.80,C급,,,BB-
피알티,1408120943,제강업,2020,186.50,10.0,"22,804,857",2,1.03,3,0.023,0.5,"10,286,686",1,1.63,1.5,3.74,3.5,45.11,1.0,7,5.0,2.821,7,,0.00,,0.00,,0.00,1,-8,1,2,2,1,1,2,2,1,3,2,14,3,37.50,거절의견,33.75,거절의견,,,CCC-
한국광성전자,1198627520,전자부품제조,2018,298.21,11.0,"15,003,251",2,2.29,5,0.009,1,"40,307,416",4,-2.54,-1,-18.14,0,35.65,6.0,2,-1.5,0.758,2,,0.00,,0.00,,0.00,3,1,1,2,1,-3,2,5,2,1,1,-5,10,3,32.50,거절의견,29.25,거절의견,1,2020-11-18,
연우기술,6178113544,장비설치공사,2019,27.52,16.0,"7,453,299",0,7.02,9,0.101,6,"5,162,051",0.5,2.51,1,7.27,5.5,14.26,10.0,5,1.0,7.033,8,,0.00,,0.00,,0.00,1,-8,1,2,3,2,1,2,2,1,2,-1,26,4,59.00,거절의견,53.10,거절의견,1,2020-06-11,
케이에이아이텍,1138605741,부속제조업,2020,60.28,14.0,"6,384,316",0,12.46,13,0.112,6,"7,093,822",0.5,36.27,8.5,17.44,9.5,16.92,10.0,5,1.0,1.693,4,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,16,3,79.50,C급,71.55,C급,,,BBB-
세영종합건설,5088103742,건설업,2020,32.07,20.0,"95,809,109",11,5.03,8,0.032,4,"152,007,634",14,30.02,10,3.54,6,2.27,15.0,5,3.0,4.063,10,99,4.05,,0.00,,0.00,4,2,1,2,4,3,2,5,2,1,5,10,26,4,132.05,준A급,118.85,준A급,,,BB+
금강종합건설,2078147487,건설업,2020,93.08,18.0,"190,748,859",15,6.04,11.5,0.100,9,"115,005,338",12,166.05,10,9.36,8,6.96,15.0,7,7.0,1.923,7,123,2.70,,0.00,,0.00,4,2,1,2,4,3,2,5,2,1,5,10,25,4,142.20,A급,127.98,준A급,,,BBB-
동인종합건설,1088160510,건설업,2020,370.12,9.0,"150,893,837",12,2.68,7.5,0.091,5,"44,410,038",4,32.55,10,29.13,13,2.03,15.0,7,6.0,1.201,5,202,0.90,,0.00,,0.00,5,3,1,2,4,3,2,5,2,1,5,10,18,3,114.40,B급,102.96,B급,,,BBB
삼정기업,6078133072,건설업,2020,117.08,19.0,"304,562,490",16,21.13,15.5,0.145,10,"444,589,058",15,10.04,9,20.92,13,27.60,11.0,4,0.0,1.657,7,109,3.15,,0.00,,0.00,6,4,2,4,4,3,2,5,2,1,5,10,31,5,150.65,A급,135.59,A급,,,A-
윈체,3038154286,유리창호공사업,2020,23.09,19.0,"63,953,319",7,6.87,10,0.080,6,"54,867,065",6,171.01,10,8.68,7,3.46,15.0,7,7.0,4.046,10,,0.00,,0.00,,0.00,5,3,3,5,4,3,2,5,2,1,5,10,12,3,127.00,준A급,114.30,B급,,,BBB+
정수이앤씨,3128198162,반도체기계장비,2020,413.14,7.0,"36,959,183",4,0.98,2,0.012,1,"28,871,660",2,-0.92,-1,-14.70,0,48.98,3.0,3,-1.0,1.097,4,,0.00,,0.00,,0.00,2,-3,1,2,2,1,2,5,2,1,3,2,13,3,32.00,거절의견,28.80,거절의견,,,B+
두형엔지니어링,1068129717,기계장비설치공사,2020,76.21,14.0,"30,627,867",3.5,-5.21,-3,-0.135,-2,"11,860,598",1.5,-31.93,-2,-20.60,0,0.00,13.0,6,3.0,1.733,4,,0.00,,0.00,,0.00,4,2,1,2,3,2,1,2,2,1,4,6,30,5,52.00,거절의견,46.80,거절의견,,,BBB-
서울기계공업,1228136689,특수목적기계,2020,345.49,9.0,"29,479,909",4,3.37,6,0.025,1,"40,363,009",4,1.53,1,4.58,5,50.77,0.0,7,6.0,0.957,2,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,3,2,38,5,46.00,거절의견,41.40,거절의견,,,B-
신호건설산업(유),4028135873,토목시설공사업,2020,41.00,16.0,"25,916,272",4,1.70,4,0.059,2,"7,443,093",0.5,12.40,6.5,8.22,5.5,6.97,13.0,7,5.0,3.788,8,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,21,4,73.50,C급,66.15,C급,,,B
경기색소,6038100303,염료제조업,2020,166.53,15.0,"14,181,941",2,4.22,7,0.020,1,"29,593,178",3,1.80,0.5,3.73,4,37.41,6.0,6,4.0,1.072,4,,0.00,,0.00,,0.00,2,-3,1,2,2,1,2,5,2,1,4,6,43,5,63.50,C급,57.15,거절의견,,,B+
호림약품,4088138897,의약품 도매업,2020,180.73,10.0,"24,725,488",2,1.93,3,0.039,1,"12,394,696",1,6.08,2.5,8.00,5.5,14.09,10.0,9,9.0,1.796,4,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,21,4,57.00,거절의견,51.30,거절의견,,,B
충청레미콘,3028112264,레미콘제조업,2020,87.86,14.0,"6,728,343",0,6.97,9,0.079,4,"5,918,784",0.5,5.35,2.5,14.78,7.5,32.24,4.0,5,1.0,4.505,8,,0.00,,0.00,,0.00,1,-8,1,2,2,1,1,2,2,1,3,2,19,3,53.50,거절의견,48.15,거절의견,,,CCC+
라온건설,6088104551,건설업,2020,190.87,15.0,"187,183,830",14,3.67,7.5,0.043,4,"160,410,162",15,1.78,2,3.05,6,24.61,11.0,2,-1.5,1.770,7,107,3.15,,0.00,,0.00,4,2,1,2,4,3,2,5,2,1,4,6,35,5,107.15,B급,96.44,B급,,,BBB
대성이엔지,2148177183,장비설치공사업,2019,86.91,14.0,"29,452,779",4,3.87,6,0.204,8,"5,582,583",0.5,27.46,8.5,43.36,11.5,7.19,13.0,6,3.0,1.884,4,,0.00,,0.00,,0.00,1,-8,1,2,2,1,1,2,2,1,3,2,26,4,76.50,C급,68.85,C급,1,2020-12-05,
비．엠．씨,4108138338,자동차부품업,2020,165.18,17.0,"79,983,861",9,7.38,10,0.026,4,"231,136,845",15,8.84,6,6.09,7,31.06,8.0,5,2.0,1.611,6,,0.00,,0.00,,0.00,4,2,1,2,3,2,2,5,2,1,4,6,24,4,106.00,B급,95.40,B급,,,BBB-
대동서적,1348118549,인쇄물도매업,2020,20123.00,0.5,"8,805,716",1,1.54,3,-0.010,0,"12,956,832",0.5,158.03,9,7.44,6,11.47,12.0,1,-2.5,0.535,2,,0.00,,0.00,,0.00,4,2,1,2,2,1,2,5,2,1,4,6,28,4,52.50,거절의견,47.25,거절의견,,,BBB-
삼아에코빌,6178103954,기계장비공사,2020,137.93,15.0,"82,483,449",8,1.11,4,0.033,1,"27,597,191",4,299.92,10,5.78,5,0.16,15.0,4,0.0,1.553,5,,0.00,29,4.50,,0.00,4,2,1,2,3,2,2,5,2,1,4,6,32,5,94.50,준B급,85.05,준B급,,,BB+
보림토건주식회사(서울),2078147401,철근공사업,2020,152.41,16.0,"233,821,998",16,3.63,7.5,0.094,6,"90,334,590",7,21.59,10,21.13,13,17.05,13.0,9,10.0,1.193,5,,0.00,,0.00,,0.00,4,2,1,2,3,2,2,5,2,1,4,6,29,4,125.50,준A급,112.95,B급,,,BBB-
보림토건주식회사(대구),5148154800,철근공사업,2021,56.46,17.5,"27,407,983",4,1.96,4,0.032,1,"16,805,002",1.5,999.00,10,1.01,3,0.00,14.0,5,3.0,3.495,9,,0.00,,0.00,,0.00,6,4,1,2,3,2,2,5,2,1,4,6,18,3,90.00,준B급,81.00,준B급,,,BBB-
강원엔티에스,1188109811,방열기제조업,2020,54.67,16.0,"33,312,852",5,5.74,8,0.169,8,"11,312,678",1.5,737.37,8.5,24.55,11.5,0.00,13.0,9,9.0,2.138,5,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,27,4,99.50,B급,89.55,준B급,,,BB+
대혜건축,2118149728,실내공사업,2020,166.22,15.0,"131,341,316",12,0.22,2,0.007,1,"42,557,867",5,44.67,10,4.77,6,0.00,15.0,5,2.0,1.175,5,,0.00,,0.00,,0.00,3,1,1,2,4,3,2,5,2,1,4,6,32,5,96.00,B급,86.40,준B급,,,BB
자연과환경,2158178735,환경정비업,2020,70.96,17.0,"29,000,331",3.5,-16.48,-3,-0.073,-2,"65,087,195",8,-13.09,-2,-12.04,0,21.72,9.0,7,7.0,1.764,6,,0.00,,0.00,,0.00,2,-3,1,2,3,2,3,10,2,1,4,6,22,4,65.50,C급,58.95,거절의견,,,B
성우,5138106381,전자부품제조,2020,127.58,15.0,"44,488,346",7,8.79,12,0.072,6,"54,315,237",6,20.19,10,23.52,13,38.54,6.0,6,4.0,1.190,4,,0.00,,0.00,,0.00,6,4,1,2,3,2,2,5,2,1,4,6,29,4,107.00,B급,96.30,B급,,,BBB+
상아뉴메틱,5038129000,플라스틱제품,2020,133.15,16.0,"50,543,833",7,8.85,12,0.039,3,"115,430,159",12,5.36,4,6.07,7,38.99,7.0,5,2.0,0.540,2,,0.00,,0.00,,0.00,5,3,1,2,3,2,2,5,2,1,4,6,25,4,95.00,B급,85.50,준B급,,,BBB
덕청건설,3148121941,토목건설업,2020,59.35,17.5,"2,979,070",0,-36.53,-3,0.072,5,"15,209,438",1.5,-0.64,-1,-3.01,0,31.47,5.0,3,-1.0,2.041,7,,0.00,,0.00,,0.00,2,-3,1,2,2,1,2,5,2,1,3,2,23,4,43.00,거절의견,38.70,거절의견,,,B+
아키젠,6078183039,설비설치공사,2020,118.31,14.0,"16,508,704",2,-3.15,-3,-0.055,-2,"9,436,854",1.5,-4.08,-2,-13.04,0,30.60,4.0,6,3.0,-2.726,-1,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,14,3,24.50,거절의견,22.05,거절의견,,,B
휴먼에어텍,1358160360,공기장치제조,2020,59.47,16.0,"19,685,252",3,6.92,9,0.098,4,"13,939,866",1.5,59.43,8.5,17.25,9.5,4.74,13.0,7,5.0,2.084,5,,0.00,,0.00,,0.00,5,3,1,2,2,1,1,2,2,1,4,6,18,3,92.50,준B급,83.25,준B급,,,BBB
한성에프아이,2048143390,의복제조,2020,88.11,19.0,"217,171,058",16,16.96,15.5,0.109,10,"339,289,242",15,11.92,9,15.15,12,32.05,8.0,9,10.0,1.554,6,,0.00,,0.00,,0.00,5,3,1,2,3,2,2,5,2,1,4,6,22,4,143.50,A급,129.15,준A급,,,BBB
의료법인한전의료재단한일병원,2108206683,의료재단,2019,33.08,16.0,"99,253,094",10,-3.87,-3,-0.026,-2,"145,121,704",14,99.90,8.5,-0.23,0,0.00,13.0,9,9.0,1.653,4,,0.00,,0.00,,0.00,1,-8,1,2,2,1,1,2,2,1,3,2,21,4,73.50,C급,66.15,C급,,,B-
삼도주택,5068114812,"건설,개발업",2020,42.49,20.0,"45,784,367",5.5,-31.34,-3,-0.078,-2,"183,787,445",15,-30.35,-2,-9.01,0,24.18,11.0,3,-1.0,3.504,10,282,0.45,,0.00,,0.00,4,2,1,2,4,3,2,5,2,1,4,6,28,4,76.95,C급,69.26,C급,,,BB+
코아비스,3078106942,자동차부품,2020,152.16,17.0,"104,063,249",10,1.63,5.5,0.008,1,"215,287,539",15,-0.12,-1,-4.03,0,44.71,5.0,7,6.0,1.715,7,,0.00,,0.00,,0.00,3,1,3,5,4,3,2,5,2,1,4,6,27,4,90.50,준B급,81.45,준B급,,,BB-
진로발효,1348104841,주정제조업,2020,13.80,20.0,"99,915,382",11,15.43,14,0.169,10,"90,947,942",8,4908.49,10,14.36,10,0.27,15.0,6,5.0,5.896,10,,0.00,,0.00,,0.00,7,5,4,7,4,3,3,10,2,1,5,10,37,5,154.00,A급,138.60,A급,,,A
한얼알앤디,2138628141,실내공사업,2020,75.90,14.0,"42,958,938",6,1.84,4,0.092,4,"8,559,056",1.5,26.78,8.5,17.25,9.5,5.93,13.0,5,1.0,2.080,5,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,4,6,25,4,83.50,준B급,75.15,C급,,,BB
(유)엠케이지,2048158461,건축마무리공사,2021,38.79,16.0,"217,632,481",16,4.78,9.5,0.268,8,"38,864,865",4,233.47,8.5,37.56,11.5,3.80,13.0,7,5.0,3.108,7,,0.00,,0.00,,0.00,5,3,1,2,3,2,1,2,2,1,3,3,21,4,115.50,준A급,103.95,B급,,,B+
