발행사명,사업자번호,업종,기준년도,부채비율,부채비율점수,매출액,매출액점수,매출액 영업이익률,매출액 영업이익률점수,총자산 영업이익률,총자산 영업이익률점수,자산규모,자산규모점수,이자보상비율,이자보상비율점수,자기자본 순이익률,자기자본 순이익률점수,차입금의존도,차입금의존도점수,매출액증가율(1~9단계),매출액증가율점수,유동비율,유동비율점수,종합시공능력,종합시공능력점수,전문설비시공능력,전문설비시공능력점수,의료재단등급(1~6),의료재단등급점수,신평사등급/watch(1~7단계),신평사등급점수,주요주주지분(1~4단계),주요주주지분점수,시장금리변동(1~5단계),시장금리변동점수,상장여부(1~4단계),상장여부점수,배서인정보(1~4단계),배서인정보점수,과거이력(1~4단계),과거이력점수,업력(년수),업력점수,종합점수,등급,조정점수,조정등급,부도정보,일자,신평사등급
(주)동인기연,1368107674,케이스 제조업,2021,176.55,17.0,"166,623,131",15,8.83,13.5,0.091,8,"161,209,448",15,6.45,5,17.01,12,43.62,5.0,,#N/A,0.964,3,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,3,30,5,#N/A,#N/A,#N/A,#N/A,,,bb
(주)동일기술공사,2198107585,토목 엔지니어링 서비스업,2021,26.30,19.0,"83,751,847",8,4.30,8,0.057,4,"63,592,781",8,9999.00,10,10.60,9,0,15.0,,#N/A,3.220,9,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,2,57,5,#N/A,#N/A,#N/A,#N/A,,,aa-
(주)동일기연,1238115843,의료용 기기 제조업,2021,6.33,19.0,"25,767,485",5,8.30,12,0.032,2,"66,841,449",8,5042.82,10,17.10,11,0,15.0,,#N/A,14.203,10,,0.00,,0.00,,0.00,7,5,1,2,2,1,3,10,2,1,3,2,36,5,#N/A,#N/A,#N/A,#N/A,,,aaa
(주)동일드방레,1208605491,유사의복 제조업,2021,115.75,18.0,"260,645,631",16,12.39,15.5,0.353,10,"91,402,050",8,216.45,10,62.93,13,5.1,15.0,,#N/A,1.510,6,,0.00,,0.00,,0.00,7,5,4,7,2,1,2,5,2,1,3,3,22,4,#N/A,#N/A,#N/A,#N/A,,,a+
(주)동일리조트,6218104118,골프장 운영업,2021,86.38,18.0,"28,787,556",5,38.29,14,0.106,9,"104,190,804",12,9999.00,10,16.10,11,0,15.0,,#N/A,0.243,-1,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,2,42,5,#N/A,#N/A,#N/A,#N/A,,,aa-
(주)동일홀딩스(폐업),6058106128,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
(주)동주,1348102047,가공제품 제조업,2021,48.29,17.5,"20,492,343",2,3.74,5,0.033,1,"23,517,999",4,5.87,3,3.55,4,24.76,8.0,,#N/A,1.032,4,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,2,42,5,#N/A,#N/A,#N/A,#N/A,,,a
인터지스중앙부두(주),6018108783, 수상 화물 취급업,2021,92.92,15.5,"22,906,850",3,23.19,13,0.529,9,"10,035,734",1.5,68.69,9,134.88,12,17.18,12.0,,#N/A,1.651,6,,0.00,,0.00,,0.00,7,5,4,7,2,1,2,5,2,1,3,2,43,5,#N/A,#N/A,#N/A,#N/A,,,a+
(주)동진상사,5038105158,의복류 염색 가공업,2021,87.01,17.0,"60,787,902",7,10.50,14,0.091,6,"70,431,163",8,13.80,8,10.61,9,29.28,9.0,,#N/A,1.259,4,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,2,43,5,#N/A,#N/A,#N/A,#N/A,,,a+
(주)동진쎄미켐,1378107814,화학제품 제조업,2021,101.22,19.0,"793,730,799",16,11.52,15.5,0.100,8,"914,940,022",15,12.61,9,18.69,12,36,8.0,,#N/A,1.205,5,,0.00,,0.00,,0.00,6,4,4,7,2,1,3,10,2,1,3,3,49,5,#N/A,#N/A,#N/A,#N/A,,,BBB+
(주)동해기계항공,3078110747,특장차 제조업,2021,27.86,19.0,"97,470,205",11,13.22,14,0.172,10,"75,062,773",8,9999.00,10,18.67,12,0,15.0,,#N/A,2.786,8,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,2,25,4,#N/A,#N/A,#N/A,#N/A,,,A+
(주)동화면세점,1028106181,면세점,2021,9999.00,1.0,"107,037,516",9.5,-5.32,-3,-0.046,-2,"124,978,449",12,-1.02,-1,-9999.00,0,107.43,-5.0,,#N/A,0.134,0,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,3,3,49,5,#N/A,#N/A,#N/A,#N/A,,,ccc+
(주)동화세상에듀코,2018127348,	방문 교육 학원,2021,77.06,18.0,"129,103,744",13,6.67,11.5,0.096,6,"89,339,906",8,16.36,10,10.14,10,22.05,10.0,,#N/A,0.273,0,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,3,23,4,#N/A,#N/A,#N/A,#N/A,,,a+
(주)동화엔텍,6038115335,가스발생기 제조업,2021,74.33,19.0,"128,846,578",12,2.70,7.5,0.022,2,"161,671,041",15,3.88,3,23.09,13,22.25,11.0,,#N/A,2.529,9,,0.00,,0.00,,0.00,6,4,4,7,2,1,2,5,2,1,3,3,42,5,#N/A,#N/A,#N/A,#N/A,,,BBB
(주)동화주택,5018110204,아파트 건설업,2021,83.35,18.0,"47,477,814",5.5,-5.72,-3,-0.023,-2,"118,608,544",12,-2.52,-1,-0.84,1,27.69,10.0,,#N/A,2.420,8,,0.00,,0.00,,0.00,4,2,1,2,2,1,2,5,2,1,3,2,34,5,#N/A,#N/A,#N/A,#N/A,,,bb+
(주)동훈,2208119209,건물 임대업,2021,46.96,20.0,"196,409,415",15,19.60,15.5,0.037,4,"1,036,033,135",15,72.07,10,14.06,10,20.24,11.0,,#N/A,0.842,3,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,3,45,5,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)동희,3128121362,자동차 부품 제조업,2021,501.54,6.0,"77,744,309",7.5,-36.25,-3,-0.193,-2,"145,659,579",12,-10.79,-2,-133.04,0,62.28,-3.0,,#N/A,0.260,-1,,0.00,,0.00,,0.00,1,-8,4,7,2,1,2,5,2,1,3,2,27,4,#N/A,#N/A,#N/A,#N/A,,,b-
(주)동희산업,6108185334,자동차 부품 제조업,2021,86.50,19.0,"571,622,921",16,-0.29,0,-0.003,0,"585,568,456",15,-0.40,-1,-18.76,0,27.13,11.0,,#N/A,1.096,5,,0.00,,0.00,,0.00,5,3,4,7,2,1,2,5,2,1,3,3,16,3,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)동희하이테크,3128171009,자동차 부품 제조업,2021,23.53,20.0,"173,936,146",14,1.62,5.5,0.008,1,"370,321,495",15,9999.00,10,-4.69,0,6.21,15.0,,#N/A,2.208,8,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,3,18,3,#N/A,#N/A,#N/A,#N/A,,,a
(주)두리건설,5148113681,철근 공사업,2021,361.45,9.0,"128,493,235",11.5,-6.68,-3,-0.310,-2,"27,701,921",2,-280.20,-2,-85.40,0,0,15.0,,#N/A,1.158,5,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,3,30,5,#N/A,#N/A,#N/A,#N/A,,,bbb
(주)두산,1078100237,실장기판 제조업,2021,74.25,19.0,"967,464,727",16,6.89,11.5,0.013,2,"5,308,286,887",15,0.90,2,14.42,10,28.72,11.0,,#N/A,0.674,3,,0.00,,0.00,,0.00,5,3,3,5,2,1,4,15,2,1,3,3,89,5,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)두산베어스,1078113241,스포츠 클럽 운영업,2021,1163.61,1.0,"46,469,717",6,-3.51,-3,-0.029,-2,"56,687,753",4,-2.12,-1,-69.30,0,19.57,12.0,,#N/A,0.174,-1,,0.00,,0.00,,0.00,2,-3,5,10,2,1,2,5,2,1,3,2,39,5,#N/A,#N/A,#N/A,#N/A,,,b
(주)두성테크,1368132488,전자부품 제조업,2021,23.41,20.0,"93,883,944",10,-0.06,0,0.000,0,"124,180,738",14,-0.34,-1,5.80,6,8.32,15.0,,#N/A,4.369,10,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,23,4,#N/A,#N/A,#N/A,#N/A,,,bb-
(주)두양리미티드,1208615873,외항 화물 운송업,2021,547.65,3.5,"100,201,715",10,0.65,2,0.027,1,"24,012,406",2,1.37,2,1.70,4,45.5,2.0,,#N/A,0.776,3,,0.00,,0.00,,0.00,4,2,1,2,2,1,2,5,2,1,3,3,21,4,#N/A,#N/A,#N/A,#N/A,,,BB-
(주)두원,2118180957,자동차 부품 제조업,2021,17.76,20.0,"116,707,553",11,13.77,15.5,0.083,8,"192,952,268",15,9999.00,10,11.08,10,0,15.0,,#N/A,4.902,10,,0.00,,0.00,,0.00,7,5,4,7,2,1,2,5,2,1,3,3,39,5,#N/A,#N/A,#N/A,#N/A,,,aa+
(주)두원공조,3128109408,자동차 부품 제조업,2021,114.31,19.0,"884,114,360",16,3.34,7.5,0.085,8,"346,958,406",15,9999.00,10,23.86,13,0,15.0,,#N/A,1.606,7,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,3,33,5,#N/A,#N/A,#N/A,#N/A,,,aa
(주)두원냉기,3128103345,자동차 부품 제조업,2021,12.98,20.0,"98,117,769",11,7.51,10,0.039,4,"187,788,743",15,9999.00,10,10.43,10,0,15.0,,#N/A,9.542,10,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,2,38,5,#N/A,#N/A,#N/A,#N/A,,,A+
(주)두원전자,1298118421,자동차 부품 제조업,2021,4.91,20.0,"93,765,855",10,2.27,6,0.021,1.5,"99,576,180",8,9999.00,10,6.13,8,0,15.0,,#N/A,13.162,10,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,2,35,5,#N/A,#N/A,#N/A,#N/A,,,aa
(주)두원정공,1258100481,자동차 부품 제조업,2021,158.33,15.0,"43,116,070",7,5.08,8,0.044,1,"49,617,331",5,2.79,2,8.76,7,31.15,6.0,,#N/A,0.850,2,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,48,5,#N/A,#N/A,#N/A,#N/A,,,bb
(주)듀어코리아,2208101034,기계·장비 설치 공사업,2021,176.70,15.0,"92,025,981",9.5,-5.69,-3,-0.076,-2,"68,676,015",7,-288.38,-2,-15.81,0,0.5,15.0,,#N/A,1.350,5,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,2,40,5,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)드래곤플라이,1188103312,소프트웨어 개발 및 공급업,2021,25.72,19.0,"3,571,272",0,-82.55,-3,-0.048,-2,"61,303,458",8,-2.87,-1,-50.58,0,16.11,12.0,,#N/A,2.408,8,,0.00,,0.00,,0.00,3,1,1,2,2,1,3,10,2,1,3,2,32,5,#N/A,#N/A,#N/A,#N/A,,,bb-
(주)드림인코,1208656006,오락용품 도매업,2021,9.45,17.5,"10,857,016",2,16.24,13,0.093,5,"18,882,950",1.5,9999.00,9,15.27,10,0,14.0,,#N/A,4.166,10,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,2,19,3,#N/A,#N/A,#N/A,#N/A,,,a+
(주)드림텍,3128131249,무선 통신장비 제조업,2021,69.29,19.0,"553,586,238",16,5.31,9.5,0.082,8,"358,749,911",15,46.70,10,8.21,8,15.89,14.0,,#N/A,1.308,6,,0.00,,0.00,,0.00,7,5,4,7,2,1,4,15,2,1,3,3,24,4,#N/A,#N/A,#N/A,#N/A,,,A-
(주)디비아이(폐업),5048100011,부동산 개발 및 공급업,2016,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
(주)듀오백,1368107470,	금속 가구 제조업,2021,17.74,19.0,"38,281,875",3.5,-8.72,-3,-0.117,-2,"28,458,490",4,-205.60,-2,-15.93,0,0.5,15.0,,#N/A,2.785,8,,0.00,,0.00,,0.00,7,5,1,2,2,1,3,10,2,1,3,2,35,5,#N/A,#N/A,#N/A,#N/A,,,a
(주)디섹,6078136685,상품 전문 도매업	,2021,233.95,15.0,"154,679,258",12,-2.62,0,-0.021,-2,"190,073,434",15,-15.32,-2,3.88,6,10.55,14.0,,#N/A,1.384,6,,0.00,,0.00,,0.00,5,3,4,7,2,1,2,5,2,1,3,3,29,4,#N/A,#N/A,#N/A,#N/A,,,bbb
(주)디스플레이테크,5138113956,액정 표시장치 제조업,2021,25.83,20.0,"122,826,560",12,2.90,7.5,0.019,2,"192,128,378",15,546.38,10,3.56,6,0.44,15.0,,#N/A,3.283,10,,0.00,,0.00,,0.00,7,5,1,2,2,1,3,10,2,1,3,3,24,4,#N/A,#N/A,#N/A,#N/A,,,aa
(주)디아이,2118124974,반도체 제조용 기계 제조업,2021,62.15,19.0,"185,866,364",15,8.43,13.5,0.081,8,"193,051,262",15,14.03,9,10.55,10,23.22,11.0,,#N/A,1.429,6,,0.00,,0.00,,0.00,7,5,1,2,2,1,4,15,2,1,3,3,61,5,#N/A,#N/A,#N/A,#N/A,,,A
(주)디아이디(폐업),3128131050,액정 표시장치 제조업,2016,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
(주)디아이씨,6208110295,동력전달장치 제조업,2021,697.66,1.0,"409,336,578",16,6.06,11.5,0.063,6,"391,800,990",14,3.29,3,90.80,13,39.89,8.0,,#N/A,0.424,0,,0.00,,0.00,,0.00,4,2,1,2,2,1,4,15,2,1,3,3,46,,#N/A,#N/A,#N/A,#N/A,,,bb+
(주)디알비동일,6218101635,비경화 고무제품 제조업,2021,50.81,20.0,"95,761,898",10,-0.30,0,-0.001,0,"304,795,259",15,-0.16,-1,-7.81,0,28.22,11.0,,#N/A,0.814,2,,0.00,,0.00,,0.00,6,4,1,2,2,1,4,15,2,1,3,2,70,5,#N/A,#N/A,#N/A,#N/A,,,BBB
(주)디어포스,1378107570,	연마재 제조업,2021,149.21,17.0,"130,024,423",13,11.26,15.5,0.089,8,"164,899,686",15,9.17,7,15.53,12,44.02,5.0,,#N/A,1.284,5,,0.00,,0.00,,0.00,6,4,1,2,2,1,2,5,2,1,3,3,59,5,#N/A,#N/A,#N/A,#N/A,,,BBB+
(주)디에스시,5058108108,자동차 부품 제조업,2021,57.58,20.0,"409,741,731",16,2.06,7.5,0.022,2,"389,854,616",15,26.10,10,8.44,8,7.7,15.0,,#N/A,1.241,5,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,3,28,4,#N/A,#N/A,#N/A,#N/A,,,A+
(주)디에스아이씨,1348107775,모피 및 가죽 제조업,2021,106.91,17.0,"15,548,342",1.5,-18.00,-3,-0.034,-2,"82,763,691",8,-2.14,-1,1.73,2,48.03,3.0,,#N/A,1.314,5,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,35,5,#N/A,#N/A,#N/A,#N/A,,,bb-
(주)디에스케이,1388113022,	디스플레이 제조업,2021,9.24,20.0,"48,992,061",7,5.86,8,0.017,2,"170,431,129",15,964.50,10,7.09,7,0.02,15.0,,#N/A,5.113,10,,0.00,,0.00,,0.00,6,4,4,7,2,1,3,10,2,1,3,2,27,4,#N/A,#N/A,#N/A,#N/A,,,BBB+
휴림로봇(주),1098160401,	산업용 로봇 제조업,2021,15.79,19.0,"26,560,111",4,2.16,6,0.007,1,"83,490,697",8,0.29,1,-52.56,0,4.58,15.0,,#N/A,2.189,7,,0.00,,0.00,,0.00,4,2,1,2,2,1,3,10,2,1,3,2,23,4,#N/A,#N/A,#N/A,#N/A,,,bbb-
(주)제이앤컴퍼니,6068122626,강관 제조업,2021,53.11,20.0,"2,014,698",0,-87.38,-3,-0.009,0,"205,391,474",15,-2.43,-1,11.67,8,18.3,14.0,,#N/A,0.304,-1,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,2,23,4,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)디에이취엠씨,6158142932,선박 구성 부분품 제조업,2021,46.44,19.0,"92,273,957",10,4.98,8,0.056,4,"82,752,206",8,98.20,10,7.46,8,1.24,15.0,,#N/A,1.774,6,,0.00,,0.00,,0.00,6,4,1,2,2,1,2,5,2,1,3,2,17,3,#N/A,#N/A,#N/A,#N/A,,,BBB
(주)디에이치라이팅,1078152512,	전구 및 램프 제조업,2021,112.42,18.0,"43,787,336",7,8.73,12,0.044,2,"87,698,582",8,4.22,4,7.19,7,43.82,4.0,,#N/A,1.210,4,,0.00,,0.00,,0.00,6,4,1,2,2,1,2,5,2,1,3,2,27,4,#N/A,#N/A,#N/A,#N/A,,,a-
(주)디에이치엘코리아,1058619360,화물운송 중개 서비스업,2021,125.29,17.0,"729,451,922",16,1.41,5.5,0.062,6,"164,915,366",15,9999.00,10,13.21,10,0,15.0,,#N/A,1.248,5,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,3,22,4,#N/A,#N/A,#N/A,#N/A,,,A
(주)디에이치케미칼,6098101921,윤활유 및 그리스 제조업,2021,59.94,19.0,"54,434,274",6,4.70,8,0.057,3,"44,519,186",6,8.59,6,4.54,5,26.95,9.0,,#N/A,1.204,4,,0.00,,0.00,,0.00,7,5,4,7,2,1,2,5,2,1,3,2,47,5,#N/A,#N/A,#N/A,#N/A,,,A
동희홀딩스(주),6108103763,지주회사,2021,0.48,20.0,"11,578,384",1,-542.96,-3,-0.193,-2,"325,361,284",15,-3402.78,-2,-17.79,0,0,15.0,,#N/A,14.462,10,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,36,5,#N/A,#N/A,#N/A,#N/A,,,bb-
(주)디에이테크놀로지,1198138212,기계 제조업,2021,56.66,20.0,"42,867,089",5.5,-26.93,-3,-0.081,-2,"143,288,567",14,-6.20,-2,-15.95,0,21.46,11.0,,#N/A,1.614,6,,0.00,,0.00,,0.00,4,2,1,2,2,1,3,10,2,1,3,2,22,4,#N/A,#N/A,#N/A,#N/A,,,BB-
(주)디에이피,1398111954,적층판 제조업,2021,96.44,19.0,"307,896,912",16,2.50,7.5,0.034,4,"224,769,513",15,6.65,5,7.44,8,19.31,14.0,,#N/A,1.123,5,,0.00,,0.00,,0.00,7,5,4,7,2,1,3,10,2,1,3,3,35,5,#N/A,#N/A,#N/A,#N/A,,,aa-
(주)디엔에이링크,1048151912,약학 연구개발업,2021,32.46,19.0,"20,154,002",1.5,-16.59,-3,-0.085,-2,"39,400,859",4,-45.13,-2,-18.25,0,3.27,15.0,,#N/A,3.423,9,,0.00,,0.00,,0.00,3,1,1,2,2,1,3,10,2,1,3,2,22,4,#N/A,#N/A,#N/A,#N/A,,,bb-
(주)디엔에프,3148138516,화학제품 제조업,2021,11.49,20.0,"87,022,155",11,12.79,14,0.069,6,"160,596,276",15,102.83,10,8.31,8,3.83,15.0,,#N/A,3.693,10,,0.00,,0.00,,0.00,7,5,2,4,2,1,3,10,2,1,3,2,21,4,#N/A,#N/A,#N/A,#N/A,,,aa+
(주)디엔피코퍼레이션,5148134293,인쇄회로기판 제조업	,2021,253.51,12.0,"103,501,936",11,12.19,15.5,0.111,9,"113,157,185",6,15.50,,54.87,13,54.07,1.0,,#N/A,0.313,0,,0.00,,0.00,,0.00,6,4,1,2,2,1,2,5,2,1,3,3,23,4,#N/A,#N/A,#N/A,#N/A,,,BBB
(주)디엠에스,1258129149,디스플레이 기계 제조업,2021,63.52,19.0,"205,472,801",16,13.54,15.5,0.071,8,"390,119,286",15,20.18,10,13.54,10,9.28,15.0,,#N/A,1.521,6,,0.00,,0.00,,0.00,7,5,1,2,2,1,3,10,2,1,3,3,23,4,#N/A,#N/A,#N/A,#N/A,,,a
(주)디오,6218101561,신체보정용 기기 제조업,2021,64.15,19.0,"102,663,557",11,26.49,15.5,0.092,8,"296,868,124",15,8.73,7,14.90,10,27.43,11.0,,#N/A,1.697,7,,0.00,,0.00,,0.00,6,4,1,2,2,1,3,10,2,1,3,3,34,5,#N/A,#N/A,#N/A,#N/A,,,BBB
(주)셀바스에이아이,1148187983,소프트웨어 개발 및 공급업,2021,41.51,19.0,"19,507,073",3,13.29,13,0.037,2,"70,788,084",8,5.37,3,5.58,4,17.51,12.0,,#N/A,3.303,9,,0.00,,0.00,,0.00,5,3,1,2,2,1,3,10,2,1,3,2,23,4,#N/A,#N/A,#N/A,#N/A,,,BB+
(주)디와이,1398104152,지주회사,2021,1.05,20.0,"11,889,853",2,22.36,13,0.012,2,"213,513,655",15,1888.14,9,1.15,2,0.02,15.0,,#N/A,9.281,10,,0.00,,0.00,,0.00,7,5,1,2,2,1,4,15,2,1,3,2,44,5,#N/A,#N/A,#N/A,#N/A,,,aa+
(주)디와이홀딩스,1308101352,지주회사,2021,33.90,20.0,"45,504,835",7,95.37,14,0.080,8,"544,087,445",15,12.11,8,10.34,9,23.89,11.0,,#N/A,0.008,-1,,0.00,,0.00,,0.00,6,4,1,2,2,1,2,5,2,1,3,2,56,5,#N/A,#N/A,#N/A,#N/A,,,a-
(주)디이엔티,3128150095,디스플레이 기계 제조업,2021,128.18,15.0,"42,035,184",6,2.81,6,0.020,1.5,"59,875,905",6,1.78,1,3.85,5,32.03,6.0,,#N/A,1.274,4,,0.00,,0.00,,0.00,4,2,2,4,2,1,3,10,2,1,3,2,21,4,#N/A,#N/A,#N/A,#N/A,,,BB-
(주)디자인하우스,2038143529,잡지 및 정기간행물 발행업,2021,1057.42,1.0,"24,075,276",3,9.37,11,0.557,9,"43,218,879",4,3.30,1.5,55.30,12,66.76,-3.0,,#N/A,0.709,2,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,2,35,5,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)디지아이,1278118162,프린터 제조업,2021,9.02,19.0,"14,589,088",1.5,-9.76,-3,-0.029,-2,"49,549,283",6,-31.18,-2,-1.37,0.5,1.33,15.0,,#N/A,6.997,10,,0.00,,0.00,,0.00,7,5,1,2,2,1,3,10,2,1,3,2,31,5,#N/A,#N/A,#N/A,#N/A,,,aa
(주)노블엠앤비,1208604740,광학요소 제조업,2021,159.17,16.0,"20,664,583",1.5,-60.74,-3,-0.128,-2,"97,711,773",7,-2.39,-1,-96.17,0,41.1,4.0,,#N/A,1.160,4,,0.00,,0.00,,0.00,1,-8,1,2,2,1,3,10,2,1,3,2,22,4,#N/A,#N/A,#N/A,#N/A,,,ccc+
(주)디지털대성,1148196124,교육관련 자문 및 평가업,2021,53.20,20.0,"176,345,994",15,10.11,15.5,0.083,8,"215,332,477",15,93.16,10,13.27,10,4.77,15.0,,#N/A,0.610,3,,0.00,,0.00,,0.00,7,5,1,2,2,1,3,10,2,1,3,3,22,4,#N/A,#N/A,#N/A,#N/A,,,a+
(주)엠투엔,1358105130,포장용기 제조업,2021,38.38,20.0,"27,640,360",3.5,-14.59,-3,-0.021,-2,"190,098,308",15,-1.03,-1,-58.78,0,23.13,11.0,,#N/A,1.128,4,,0.00,,0.00,,0.00,1,-8,1,2,2,1,3,10,2,1,3,2,57,5,#N/A,#N/A,#N/A,#N/A,,,b-
(주)디케이씨,5068108019,1차 철강 제조업,2021,263.85,13.0,"580,777,848",16,4.50,9.5,0.069,6,"379,316,607",14,9.26,7,36.56,13,22.32,11.0,,#N/A,1.126,5,,0.00,,0.00,,0.00,5,3,4,7,2,1,2,5,2,1,3,3,32,5,#N/A,#N/A,#N/A,#N/A,,,BBB-
(주)지에스엔텍,6108106800,가스발생기 제조업,2021,196.41,15.0,"130,965,633",11.5,-10.52,-3,-0.035,-2,"398,532,251",15,-1.97,-1,-14.17,0,51,2.0,,#N/A,0.543,3,,0.00,,0.00,,0.00,5,3,5,10,2,1,2,5,2,1,3,3,34,5,#N/A,#N/A,#N/A,#N/A,,,BB+
(주)디티씨,1218113494,도로화물 운송업,2021,65.10,17.0,"64,687,987",6,0.27,2,0.006,1,"29,956,805",4,2.59,2,7.26,7,12.11,12.0,,#N/A,0.789,2,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,2,34,5,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)디티알(폐업),6138134310,자동차 부품 제조업,2020,49.61,16.0,,0,9.61,11,,1,,0.5,37.54,8.5,7.82,5.5,19.86,10.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
(주)디티앤씨,1298137694,검사 및 분석업,2021,85.30,18.0,"40,641,370",6,-4.83,-3,-0.014,0,"140,282,751",14,-0.82,-1,-7.77,0,39.88,8.0,,#N/A,0.497,-1,,0.00,,0.00,,0.00,5,3,1,2,2,1,3,10,2,1,3,2,22,4,#N/A,#N/A,#N/A,#N/A,,,BB+
(주)디티엘,1168122574,	상품 종합 도매업,2021,3.49,16.0,"208,135",0,-644.96,-3,-0.113,-2,"11,850,638",1.5,-4.73,-2,154.96,11.5,16.85,10.0,,#N/A,1.390,3,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,36,5,#N/A,#N/A,#N/A,#N/A,,,bb-
(주)딜리,1278165587,프린터 제조업,2021,20.85,19.0,"35,207,137",5,5.65,8,0.029,2,"69,283,378",8,39.81,10,5.27,5,7.52,15.0,,#N/A,2.659,8,,0.00,,0.00,,0.00,7,5,1,2,2,1,3,10,2,1,3,2,26,4,#N/A,#N/A,#N/A,#N/A,,,aa-
(주)라온시큐어,1388116484,소프트웨어 개발 및 공급업,2021,130.85,15.0,"31,447,624",3.5,-5.53,-3,-0.028,-2,"61,208,158",8,-3.18,-2,-32.16,0,35.44,6.0,,#N/A,4.694,10,,0.00,,0.00,,0.00,5,3,1,2,2,1,3,10,2,1,3,2,24,4,#N/A,#N/A,#N/A,#N/A,,,BB+
(주)이에스큐브,6218121761,경기용품 도매업,2021,16.65,19.0,"41,105,787",7,5.69,8,0.031,2,"76,172,807",8,4.39,4,8.24,7,3.42,15.0,,#N/A,1.161,4,,0.00,,0.00,,0.00,4,2,1,2,2,1,3,10,2,1,3,2,45,5,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)라인건설,6168103970,	아파트 건설업,2021,28.88,20.0,"590,433,922",16,26.84,15.5,0.236,10,"670,177,083",15,196.18,10,31.41,13,0.57,15.0,,#N/A,3.368,10,,0.00,,0.00,,0.00,5,3,4,7,2,1,2,5,2,1,3,3,40,5,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)라톤코리아,1248154193,나무 화학물질 제조업,2021,14.49,19.0,"39,587,424",4,4.59,8,0.027,2,"66,186,072",8,24.54,10,12.52,9,6.04,15.0,,#N/A,2.462,8,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,2,24,4,#N/A,#N/A,#N/A,#N/A,,,aa-
(주)락앤락,3128180212,플라스틱 제품 제조업,2021,14.44,20.0,"243,540,436",16,-0.27,0,-0.001,0,"612,977,028",15,-1.20,-1,1.00,4,0.19,15.0,,#N/A,2.774,9,,0.00,,0.00,,0.00,7,5,4,7,2,1,4,15,2,1,3,3,17,3,#N/A,#N/A,#N/A,#N/A,,,aa
